SlNo,FarmerAge,FarmerEduaction,InvolveWithShrimpFarming,Latitude,Longitude,Zone,PriorLandUse,Area_ha,SoilType,CanalDepth_ft,GherDepth_ft,Operator,FertilizerUse,ChemicalUsePondPreparation,ChemicalUseWaterTreatment,Aerator,GherDryAfterHarvest,SludgeRemovalMethods,SludgeRemovalInterval,MaintainAndRepairDikes,PeriodOfFallow,WaterSource_DirectNatural,WaterSource_IndirectNatural,WaterComingViaOtherFarms,Reservoir,WaterExchangeFrequency,InletOutlet,CultureMethod,SourceOfFingerling,StockingDensity_PL/40MeterSquare,StockingAge_Days,PLQuality,CropRotation,FeedType,FeedAdditives,BirdScare,CrabFench,FootBath,LimitedAccess,SameEquipmentForWholeCultureArea,CulturePractice,Temperature,pH,Salinity,PreviousPrevalence(%),CurrentPrevalance(%),VirusDetected
27,40,Higher Secondary,9,22.768267,89.341026,Khulna,3,0.44534412955465585,2,4.0,1.0,1,1,1,1,0,1,1,2,2,45,0,2,0,0,3,0,3,2,300.0,12,2,1,3,0,0,0,0,0,1,2,30.0,7.0,5.0,100.0,0,0
134,43,Bachelor's,3,22.666389,89.449167,Khulna,1,4.048582995951417,1,0.0,4.5,0,4,3,3,1,1,1,2,4,90,0,1,0,1,1,0,4,2,600.0,5,2,0,2,0,0,1,1,1,0,1,34.0,7.8,10.0,20.0,0,0
18,50,Junior Secondary,16,22.768724,89.339533,Khulna,3,0.8097165991902834,3,4.0,1.5,1,3,1,1,0,1,3,2,2,180,0,2,0,0,1,1,3,2,365.0,15,2,1,3,0,0,0,0,0,1,2,27.0,7.0,6.0,30.0,0,0
91,40,Junior Secondary,15,22.692778,89.476389,Khulna,3,0.25101214574898784,1,5.0,3.0,1,4,1,3,0,1,3,2,2,75,1,0,0,0,4,0,1,2,65.0,10,2,0,1,0,0,0,0,0,0,2,36.0,8.0,11.0,30.0,45,1
11,62,Primary,38,22.596739,89.735445,Bagerhat,3,0.6477732793522267,2,7.0,5.0,0,1,1,1,0,1,2,3,2,45,0,2,0,0,4,1,3,2,256.0,35,2,1,3,0,0,0,0,0,1,2,25.0,7.0,8.0,80.0,100,1
18,50,Junior Secondary,16,22.768724,89.339533,Khulna,3,0.8097165991902834,3,4.0,1.5,1,3,1,1,0,1,3,2,2,180,0,2,0,0,1,1,3,2,365.0,15,2,1,3,0,0,0,0,0,1,2,27.0,7.0,6.0,30.0,0,0
9,50,Primary,16,22.596792,89.735502,Bagerhat,3,4.048582995951417,2,6.0,3.0,1,3,1,1,0,1,2,2,2,45,1,0,0,0,4,1,3,2,122.0,15,2,1,3,1,0,0,0,0,1,2,25.0,7.0,8.0,30.0,65,1
118,35,Junior Secondary,15,22.789904,89.343145,Khulna,3,0.2834008097165992,2,4.5,1.5,1,2,1,3,0,1,3,2,2,45,1,0,0,0,3,1,1,3,571.0,8,2,0,2,1,0,0,0,0,1,2,35.0,8.5,12.0,30.0,0,0
83,36,Higher Secondary,21,22.691579,89.478237,Khulna,3,0.3441295546558704,3,3.0,2.0,1,4,1,1,0,1,2,2,2,30,3,0,0,0,1,1,1,1,80.0,12,2,0,1,0,0,0,0,0,0,2,31.0,7.5,12.0,55.0,85,1
64,50,Higher Secondary,15,22.676249,89.409887,Khulna,3,0.8502024291497976,3,4.0,3.0,1,3,1,1,0,1,2,2,2,70,0,2,0,0,4,1,1,1,250.0,15,2,1,4,1,0,0,0,0,1,2,28.0,7.5,12.0,100.0,40,1
220,45,Primary,15,22.682859,89.464623,Khulna,3,0.30364372469635625,2,2.5,1.5,1,4,1,1,0,0,5,1,2,45,0,4,1,0,1,1,1,2,116.0,10,2,0,1,0,0,0,0,0,1,2,29.0,,22.0,100.0,85,1
192,32,Secondary,9,22.681574,89.477038,Khulna,1,1.0121457489878543,3,5.0,3.0,1,3,1,1,0,1,2,2,2,50,0,2,0,0,4,0,1,2,240.0,8,2,1,1,0,0,0,0,0,1,2,27.0,,11.0,65.0,100,1
62,66,Higher Secondary,22,22.581417,89.666383,Bagerhat,3,0.32388663967611336,1,3.0,2.0,1,1,1,1,0,1,3,2,2,45,0,4,1,0,3,1,1,3,200.0,15,3,0,4,0,0,0,0,0,1,2,29.0,7.0,13.0,30.0,45,1
80,35,No,15,22.676111,89.408889,Khulna,3,0.1214574898785425,3,4.5,3.0,1,3,1,3,0,1,3,2,2,45,0,1,0,0,3,1,1,1,600.0,5,1,0,4,0,1,1,1,1,1,1,36.0,8.6,12.0,60.0,90,1
15,52,Primary,11,22.596463,89.722564,Bagerhat,3,0.8097165991902834,2,8.0,3.0,1,4,1,3,0,1,3,3,2,70,1,0,0,0,4,1,1,2,56.0,30,2,1,3,1,0,0,0,0,1,2,26.0,7.0,11.0,35.0,40,1
76,55,Primary,25,22.698237,89.415383,Khulna,1,0.242914979757085,3,4.0,3.0,1,3,1,1,0,1,2,3,2,30,1,0,0,0,4,0,1,1,100.0,20,2,0,3,0,0,0,0,0,1,2,28.0,7.5,13.0,95.0,15,1
125,60,Secondary,9,22.772555,89.322588,Khulna,3,0.8097165991902834,2,5.0,1.5,1,3,1,3,0,1,3,2,2,30,1,0,0,0,3,1,1,2,600.0,9,1,0,2,1,0,0,0,0,1,2,34.0,8.0,10.0,100.0,35,1
88,47,Primary,25,22.689297,89.478548,Khulna,3,0.1214574898785425,3,4.0,2.0,1,4,1,1,0,1,2,3,2,30,0,4,1,0,3,0,1,1,125.0,15,2,0,1,0,0,0,0,0,1,2,31.0,7.0,13.0,85.0,0,0
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,200.0,28,2,1,1,0,0,0,0,0,1,2,27.0,6.0,10.0,40.0,0,0
16,28,Secondary,10,22.597498,89.738968,Bagerhat,3,0.8421052631578947,2,7.5,2.5,1,4,3,3,0,1,3,2,2,75,1,0,0,0,4,1,1,1,88.0,30,2,1,3,1,0,0,0,0,1,2,27.0,7.5,10.0,15.0,0,0
229,53,Secondary,1,22.503056,89.647222,Bagerhat,1,2.834008097165992,1,0.0,4.5,0,4,3,3,1,1,1,2,2,70,0,1,0,0,1,0,4,2,560.0,30,2,0,2,1,0,1,1,1,0,1,30.0,7.8,6.0,65.0,0,1
117,62,Primary,34,22.788293,89.335034,Khulna,1,0.2793522267206478,3,3.0,2.0,1,3,1,3,0,1,2,2,2,85,1,0,0,0,2,1,1,3,350.0,12,3,1,3,1,0,0,0,0,1,2,32.0,7.6,7.5,30.0,0,0
138,30,Secondary,25,22.679382,89.476966,Khulna,3,0.6680161943319838,2,3.0,2.0,1,3,1,3,0,1,2,2,2,45,2,0,0,0,3,0,3,3,85.0,12,2,1,4,1,0,0,0,0,1,2,27.0,9.0,11.0,60.0,0,0
75,55,Higher Secondary,20,22.676317,89.409818,Khulna,1,1.1133603238866396,3,5.0,2.5,1,3,1,3,0,1,3,2,2,55,2,0,0,0,2,1,1,1,180.0,8,2,1,3,1,0,0,0,0,1,2,28.0,7.5,14.0,45.0,0,0
17,43,Higher Secondary,17,22.768703,89.340587,Khulna,3,0.4008097165991903,3,3.0,2.0,1,1,3,3,0,1,5,1,2,30,0,2,0,0,3,0,1,2,110.0,40,2,1,3,1,0,0,0,0,1,2,27.0,7.0,10.0,30.0,15,1
228,55,Primary,13,22.682827,89.465918,Khulna,3,1.0121457489878543,2,5.0,2.0,0,3,1,1,0,1,2,2,2,30,3,0,0,0,1,1,1,2,175.0,10,2,0,3,0,0,0,0,0,1,2,28.0,,15.0,65.0,0,0
136,73,Secondary,12,22.729662,89.470217,Khulna,3,0.05263157894736842,2,5.0,5.0,1,4,1,1,0,1,3,3,2,45,1,0,0,0,3,1,1,1,80.0,13,2,0,5,0,0,0,0,0,0,2,26.0,8.0,12.0,55.0,0,0
26,43,Higher Secondary,19,22.749724,89.321652,Khulna,3,0.26720647773279355,3,5.0,3.0,1,1,3,3,0,1,1,2,1,75,1,0,0,0,1,0,1,2,110.0,15,2,1,3,1,0,0,0,0,1,2,27.0,7.5,13.0,15.0,15,1
102,58,Primary,20,22.704124,89.476567,Khulna,3,0.27125506072874495,2,4.0,2.5,1,1,1,1,0,1,3,3,2,30,1,0,0,0,3,0,1,1,70.0,8,2,0,2,0,0,0,0,0,1,2,35.0,8.5,13.0,40.0,70,1
106,27,Secondary,15,22.704591,89.47331,Khulna,3,0.30364372469635625,2,5.0,2.0,1,2,1,1,0,1,3,2,2,50,1,0,0,0,3,0,1,3,160.0,8,2,0,2,0,0,0,0,0,0,2,32.0,8.0,13.0,15.0,0,0
27,40,Higher Secondary,9,22.768267,89.341026,Khulna,3,0.44534412955465585,2,4.0,1.0,1,1,1,1,0,1,1,2,2,45,0,2,0,0,3,0,3,2,300.0,12,2,1,3,0,0,0,0,0,1,2,30.0,7.0,5.0,100.0,0,0
34,70,Primary,28,22.703088,89.473536,Khulna,3,0.242914979757085,1,4.0,2.5,0,2,1,1,0,1,3,2,2,30,1,0,0,0,4,1,3,2,280.0,20,2,1,2,0,0,0,0,0,1,2,29.0,7.5,9.0,80.0,30,1
127,58,No,20,22.772684,89.322776,Khulna,3,0.6072874493927125,2,4.5,4.5,1,3,1,3,0,1,3,2,2,75,0,4,1,0,4,1,1,2,460.0,8,2,0,2,1,0,0,0,0,1,2,34.0,8.5,10.0,35.0,35,1
133,58,Higher Secondary,15,22.786425,89.337151,Khulna,3,0.5668016194331984,2,4.0,2.0,1,2,1,1,0,1,3,2,2,45,1,0,0,0,3,1,1,3,350.0,9,2,0,4,0,0,0,0,0,1,2,32.0,8.0,11.0,45.0,0,0
110,42,Secondary,16,22.824962,89.280683,Khulna,3,0.4048582995951417,3,3.5,3.0,0,3,1,3,0,1,3,2,2,85,0,4,1,0,3,1,1,2,240.0,12,2,0,3,1,0,0,0,0,1,2,31.0,7.5,7.0,15.0,0,0
139,65,No,16,22.676265,89.474326,Khulna,3,0.22267206477732793,2,6.0,3.0,1,4,1,1,0,1,2,3,2,45,0,4,1,0,3,1,1,2,100.0,15,2,1,5,0,0,0,0,0,1,2,27.0,9.0,14.0,65.0,0,0
90,19,Higher Secondary,7,22.689102,89.476856,Khulna,3,0.11336032388663968,2,5.0,2.5,1,1,1,3,0,1,3,3,2,70,2,0,0,0,3,0,1,3,145.0,10,2,0,4,1,0,0,0,0,0,2,33.0,8.5,10.0,80.0,0,0
111,54,Primary,20,22.824962,89.280683,Khulna,1,0.3643724696356275,3,4.0,3.0,1,3,1,3,0,1,5,1,1,30,1,0,0,0,3,1,3,2,250.0,10,2,1,3,1,0,0,0,0,0,2,31.0,7.8,8.0,100.0,45,1
95,38,Junior Secondary,5,22.7970065,89.5272031,Khulna,3,0.3441295546558704,2,5.5,5.0,1,3,3,3,1,1,1,2,2,70,0,1,0,1,3,0,4,2,705.0,10,1,0,2,1,1,1,1,1,1,1,30.0,7.6,10.0,15.0,0,1
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,116.0,18,2,1,1,0,0,0,0,0,1,2,25.0,8.0,12.0,45.0,0,0
84,51,Higher Secondary,15,22.690481,89.478813,Khulna,1,0.16194331983805668,2,10.0,2.0,1,4,1,1,0,1,3,3,2,45,0,4,1,0,1,0,1,1,125.0,8,2,0,2,0,0,0,0,0,0,2,33.0,8.5,11.0,30.0,40,1
33,60,Junior Secondary,23,22.706928,89.464016,Khulna,3,0.20242914979757085,3,3.0,1.0,1,3,1,1,0,1,3,2,2,65,1,0,0,0,4,1,3,1,130.0,30,2,1,3,0,0,0,0,0,1,2,33.0,6.0,7.0,35.0,0,0
101,22,Secondary,3,22.700278,89.472222,Khulna,3,0.10121457489878542,2,3.5,2.0,1,2,1,1,0,1,3,3,2,30,1,0,0,0,3,0,1,2,210.0,7,2,0,2,0,0,0,0,0,1,2,35.0,7.9,11.0,45.0,20,1
82,36,Primary,10,22.676457,89.410011,Khulna,1,0.728744939271255,2,3.5,2.0,1,3,1,3,0,1,3,2,2,75,1,0,0,0,3,1,1,1,178.0,8,2,0,4,0,0,0,0,0,1,2,29.0,7.5,14.0,20.0,35,1
148,24,Master's,3,22.7075,89.526667,Khulna,1,2.0242914979757085,1,0.0,5.0,1,4,3,3,1,1,1,2,4,75,0,1,0,1,3,0,4,2,20.0,10,2,0,2,1,0,1,1,1,0,1,35.0,7.8,5.5,20.0,0,0
38,48,Primary,28,22.6647821,89.0897157,Satkhira,3,0.8016194331983806,2,4.0,3.0,1,4,3,1,0,1,3,2,2,30,0,2,0,0,4,1,3,2,577.0,12,2,1,3,0,0,0,0,0,1,2,27.0,7.5,14.0,75.0,100,1
99,27,Higher Secondary,10,22.700224,89.473475,Khulna,1,0.07692307692307693,2,5.0,2.0,1,4,1,1,0,1,2,3,2,30,1,0,0,0,3,1,1,3,87.0,7,2,0,1,0,0,0,0,0,1,2,34.0,8.0,12.0,70.0,50,1
1,50,Primary,18,22.801215,89.550397,Khulna,3,0.18218623481781376,1,7.0,5.0,1,1,1,1,0,1,3,3,2,55,0,2,0,0,3,0,1,1,111.0,15,2,0,3,1,0,0,0,0,1,2,28.0,8.0,9.0,70.0,0,0
228,55,Primary,13,22.682827,89.465918,Khulna,3,1.0121457489878543,2,5.0,2.0,0,3,1,1,0,1,2,2,2,30,3,0,0,0,1,1,1,2,175.0,10,2,0,3,0,0,0,0,0,1,2,28.0,,15.0,65.0,0,0
67,48,Primary,18,22.697999,89.415126,Khulna,1,0.4251012145748988,3,3.0,2.0,1,2,1,1,0,1,1,2,2,50,1,0,0,0,4,1,1,2,150.0,15,3,0,4,0,0,0,0,0,1,2,29.0,7.0,13.0,100.0,85,1
129,68,Junior Secondary,45,22.788466,89.335748,Khulna,3,0.631578947368421,3,4.0,3.0,1,3,1,1,0,1,1,3,2,60,2,0,0,0,3,1,1,2,200.0,10,2,1,3,0,0,0,0,0,1,2,32.0,7.9,8.0,45.0,0,0
7,25,Higher Secondary,10,22.597468,89.739096,Bagerhat,3,0.6072874493927125,2,8.0,3.0,1,4,1,1,0,1,3,2,2,115,1,0,0,0,4,0,1,1,45.0,30,2,1,4,1,0,0,0,0,1,2,26.0,7.0,10.0,20.0,35,1
86,60,Junior Secondary,30,22.689046,89.477361,Khulna,3,0.16194331983805668,1,3.0,2.0,1,4,1,1,0,1,2,3,2,30,0,4,1,0,4,0,1,1,110.0,20,2,0,1,0,0,0,0,0,1,2,30.0,7.0,13.0,65.0,45,1
45,29,Secondary,4,22.7404847,89.4649385,Khulna,3,0.2631578947368421,2,6.0,4.0,1,3,3,3,1,1,3,2,2,30,0,1,0,1,2,0,4,2,289.0,15,1,0,2,1,1,1,1,1,0,1,24.0,8.0,12.0,20.0,0,0
128,48,Primary,7,22.78872,89.334755,Khulna,3,0.25101214574898784,2,5.5,3.0,1,4,1,1,0,1,2,3,2,60,1,0,0,0,3,1,1,3,457.0,8,2,0,4,0,0,0,0,0,1,2,35.0,7.6,12.0,35.0,0,0
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,200.0,28,2,1,1,0,0,0,0,0,1,2,27.0,6.0,10.0,40.0,0,0
77,40,Secondary,10,22.676317,89.409818,Khulna,1,0.30364372469635625,2,3.0,1.0,1,4,1,1,0,1,2,2,2,30,1,0,0,0,3,1,1,2,160.0,13,3,1,4,0,0,0,0,0,1,2,29.0,8.0,14.0,45.0,0,0
145,61,No,9,22.690644,89.474009,Khulna,3,1.214574898785425,2,4.0,2.0,1,3,1,1,0,1,2,2,2,30,0,2,0,0,3,1,1,2,116.0,18,2,1,1,0,0,0,0,0,1,2,25.0,8.0,12.0,45.0,0,0
16,28,Secondary,10,22.597498,89.738968,Bagerhat,3,0.8421052631578947,2,7.5,2.5,1,4,3,3,0,1,3,2,2,75,1,0,0,0,4,1,1,1,88.0,30,2,1,3,1,0,0,0,0,1,2,27.0,7.5,10.0,15.0,0,0
232,36,Higher Secondary,2,22.498056,89.644167,Bagerhat,1,40.48582995951417,3,0.0,5.5,0,3,1,3,1,1,1,2,2,75,0,4,1,0,1,0,4,2,480.0,15,2,0,2,1,0,0,0,0,1,2,29.0,7.9,7.0,15.0,0,0
146,35,Bachelor's,3,22.848611,89.470278,Khulna,1,4.2105263157894735,2,0.0,4.5,0,4,3,3,1,1,2,2,2,75,0,1,0,0,1,0,4,2,600.0,12,1,0,2,1,0,1,1,1,1,1,30.0,7.8,13.0,85.0,90,1
65,55,Higher Secondary,20,22.695308,89.410054,Khulna,3,0.1417004048582996,3,2.0,1.2,1,3,1,3,0,1,3,2,2,45,2,0,0,0,4,0,1,1,268.0,15,2,1,3,1,0,0,0,0,1,2,28.0,7.5,13.0,35.0,0,0
109,33,Secondary,8,22.78597,89.335551,Khulna,1,0.3562753036437247,2,2.0,3.0,1,4,1,3,0,1,3,2,2,80,0,4,1,0,4,1,1,3,685.0,10,2,0,2,1,0,0,0,0,1,2,32.0,7.5,12.0,40.0,0,0
37,37,Secondary,22,22.8014033,89.5549314,Bagerhat,3,1.0121457489878543,2,3.0,2.0,1,4,1,1,0,1,5,1,2,45,1,0,0,0,4,1,3,2,245.0,25,2,1,3,1,0,0,0,0,1,2,29.0,7.0,12.0,65.0,30,1
126,45,Junior Secondary,19,22.772684,89.322776,Khulna,3,1.214574898785425,2,4.5,3.0,1,3,1,1,0,1,3,2,2,30,0,4,1,0,3,0,1,2,466.0,8,1,0,1,0,0,0,0,0,1,2,33.0,7.5,10.0,35.0,40,1
119,32,Primary,10,22.776041,89.326702,Khulna,3,0.32388663967611336,2,4.0,2.0,1,4,1,1,0,1,1,2,2,75,1,0,0,0,3,1,3,3,150.0,12,3,0,4,0,0,0,0,0,1,2,32.0,7.5,8.0,100.0,0,0
28,38,Secondary,18,22.768674,89.339796,Khulna,3,0.5344129554655871,1,5.0,2.5,0,1,1,1,0,1,2,3,2,45,0,2,0,0,1,1,3,3,208.0,15,2,1,3,0,0,0,0,0,1,2,25.0,7.5,6.0,100.0,100,1
77,40,Secondary,10,22.676317,89.409818,Khulna,1,0.30364372469635625,2,3.0,1.0,1,4,1,1,0,1,2,2,2,30,1,0,0,0,3,1,1,2,160.0,13,3,1,4,0,0,0,0,0,1,2,29.0,8.0,14.0,45.0,0,0
143,50,Secondary,30,22.690521,89.473944,Khulna,3,8.906882591093117,3,4.0,2.5,0,4,1,1,0,1,3,2,2,45,0,2,0,0,2,1,1,2,65.0,18,2,1,1,0,0,0,0,0,1,2,26.0,9.0,13.0,65.0,0,0
139,65,No,16,22.676265,89.474326,Khulna,3,0.22267206477732793,2,6.0,3.0,1,4,1,1,0,1,2,3,2,45,0,4,1,0,3,1,1,2,41.88853223059375,15,2,1,5,0,0,0,0,0,1,2,27.126999343469315,9.0,13.148954468168014,64.83299526627341,0,0
57,60,Secondary,30,22.580687,89.666652,Bagerhat,3,0.242914979757085,1,3.0,2.5,1,1,1,3,0,1,5,1,2,30,0,4,1,0,4,1,1,2,299.8364648278785,30,3,0,4,1,0,0,0,0,1,2,28.352652726441008,7.5,13.540095305746854,95.16326150932882,50,1
75,55,Higher Secondary,20,22.676317,89.409818,Khulna,1,1.1133603238866396,3,5.0,2.5,1,3,1,3,0,1,3,2,2,55,2,0,0,0,2,1,1,1,140.37503516023688,8,2,1,3,1,0,0,0,0,1,2,27.695524721696923,7.5,12.247313194614593,45.98418376924792,0,0
56,49,Secondary,13,22.579864,89.704947,Bagerhat,3,0.1214574898785425,1,3.0,1.5,1,3,1,3,0,1,2,2,2,30,1,0,0,0,4,1,3,1,186.776003977985,15,2,0,4,1,0,0,0,0,1,2,25.52748997597482,9.0,13.077381641619446,28.99742263381267,50,1
128,48,Primary,7,22.78872,89.334755,Khulna,3,0.25101214574898784,2,5.5,3.0,1,4,1,1,0,1,2,3,2,60,1,0,0,0,3,1,1,3,549.8942647506387,8,2,0,4,0,0,0,0,0,1,2,33.96424413021689,7.6,13.0813246535253,35.64059570848488,0,0
29,50,Junior Secondary,12,22.700904,89.457357,Khulna,3,0.14979757085020243,1,2.0,1.0,1,2,1,1,0,1,3,3,2,30,3,0,0,0,1,0,3,1,157.13781829875913,30,2,1,4,0,0,0,0,0,1,2,27.505243950632824,6.0,2.911701787855522,15.659183422151125,0,0
159,48,Higher Secondary,18,22.670353,89.050727,Satkhira,3,0.44534412955465585,3,3.0,1.0,1,3,1,1,0,1,3,2,2,45,0,2,0,0,1,1,1,2,435.92345846700135,30,2,1,5,0,0,0,0,1,1,2,27.008661796299545,6.0,4.596676667394698,34.4802104314747,0,0
85,38,Secondary,5,22.691389,89.4825,Khulna,3,0.15384615384615385,1,4.0,3.0,1,4,1,3,0,1,3,2,2,105,2,0,0,0,4,0,1,1,159.54112833246583,5,1,0,1,0,0,0,0,0,1,2,37.0,8.6,10.445958108887112,63.75258275583516,70,1
144,40,Junior Secondary,25,22.69052,89.47413,Khulna,3,2.5506072874493926,3,4.0,2.5,0,4,1,1,0,1,1,3,2,30,0,2,0,0,3,0,1,1,20.0,16,2,1,1,0,0,0,0,0,1,2,25.59253066421708,8.5,12.821777193188952,70.70054901164438,0,0
105,60,Primary,7,22.704591,89.47331,Khulna,3,0.10121457489878542,3,6.5,2.0,1,1,1,3,0,1,1,2,2,75,2,0,0,0,2,0,1,1,187.75828820509244,9,2,1,2,1,0,0,0,0,1,2,33.6377789752287,8.0,10.478216540499027,63.98823283138782,50,1
31,32,Junior Secondary,23,22.703141,89.47335,Khulna,1,0.4048582995951417,1,5.0,3.0,0,1,1,1,0,1,3,2,2,30,0,2,0,0,4,0,1,2,163.64440299135342,15,2,1,3,1,0,0,0,0,1,2,32.49046430039257,,6.708145491062989,98.4333881408074,100,1
94,50,Higher Secondary,9,22.756475,89.477223,Khulna,3,0.1417004048582996,2,8.0,6.0,1,3,3,3,1,1,1,2,2,65,0,1,0,1,2,0,4,2,324.7584252987281,8,2,1,2,1,1,1,1,1,0,1,28.9366515816264,7.6,8.7321445599384,88.51606056400128,0,0
135,42,Bachelor's,2,22.761944,89.503611,Khulna,1,3.6437246963562755,2,0.0,4.5,0,4,3,3,1,1,2,2,2,105,0,1,0,1,1,0,4,2,632.161780094629,15,1,0,2,1,0,1,1,1,0,1,29.710951001890813,7.7,12.445590110962051,20.37408537618819,0,0
79,50,Higher Secondary,25,22.676317,89.409818,Khulna,3,0.30364372469635625,2,4.0,2.0,1,4,1,1,0,1,3,2,2,45,1,0,0,0,4,1,1,1,198.20801195440396,8,2,1,4,0,0,0,0,0,1,2,26.814520480289538,8.5,12.386671955904275,33.278025233228846,100,1
123,35,Higher Secondary,20,22.776288,89.324977,Khulna,3,5.060728744939271,2,5.5,3.0,1,3,1,3,0,1,3,3,2,45,1,0,0,0,3,1,1,2,528.0643299723346,8,1,0,2,1,0,0,0,0,1,2,32.58471471793918,8.0,11.2623364100354,35.70089295070379,35,1
137,35,Primary,10,22.679336,89.477113,Khulna,3,0.1417004048582996,2,4.0,2.5,1,3,1,1,0,1,1,2,1,60,0,2,0,0,3,0,3,2,143.71373012633933,14,2,1,3,0,0,0,0,0,1,2,27.01381335760508,9.0,14.281352933703225,19.92643318875197,0,0
49,60,Higher Secondary,26,22.3945424,89.1768693,Satkhira,3,5.870445344129554,2,2.0,1.0,0,3,1,1,0,1,3,2,2,45,1,0,0,0,4,1,1,2,365.56149847882557,30,2,0,4,0,0,0,0,0,1,2,29.679592785755716,8.0,13.844209698566063,97.26664338804386,45,1
156,45,Primary,16,22.64748,89.044991,Satkhira,3,0.26720647773279355,3,3.0,2.0,1,3,1,1,0,1,3,2,2,50,0,4,1,0,1,1,1,2,202.60799586811652,28,2,1,1,0,0,0,0,0,1,2,27.30448211068186,6.0,10.686835014176436,38.40666122960398,0,0
147,35,Bachelor's,3,22.674725,89.474163,Khulna,1,4.2105263157894735,2,0.0,4.5,0,4,3,3,1,1,2,2,2,70,0,1,0,0,1,0,4,2,626.1569526712507,12,1,0,2,1,0,1,1,1,1,1,29.813076341177453,7.8,11.914319270098341,80.13540121755955,90,1
45,29,Secondary,4,22.7404847,89.4649385,Khulna,3,0.2631578947368421,2,6.0,4.0,1,3,3,3,1,1,3,2,2,30,0,1,0,1,2,0,4,2,233.3957207134833,15,1,0,2,1,1,1,1,1,0,1,24.0,8.0,11.303149212014576,20.883585588675032,0,0
36,41,Secondary,18,22.2949627,89.21106,Satkhira,3,0.9352226720647774,2,3.0,2.0,1,2,3,1,0,1,3,2,2,70,1,0,0,0,4,0,1,2,493.0204916017256,8,2,1,2,1,0,0,0,0,1,2,34.79937156218504,9.0,19.30324067502437,57.823336272000695,30,1
32,45,Junior Secondary,23,22.703668,89.473479,Khulna,3,3.2388663967611335,1,4.0,2.5,1,4,1,1,0,1,3,2,2,75,0,2,0,0,4,0,1,2,83.5194099067063,30,2,1,2,0,0,0,0,0,1,2,29.622625848272932,8.0,13.396046989199034,94.79651406237497,100,1
59,40,Junior Secondary,15,22.581102,89.666654,Bagerhat,3,0.6882591093117408,2,3.0,1.3,1,3,1,1,0,1,1,3,1,45,0,4,1,0,4,1,1,1,47.952434517915535,20,2,1,4,1,0,0,0,0,1,2,28.184683738268358,7.5,13.49276186870793,36.035358687601985,15,1
35,48,Primary,16,22.3461103,89.2092948,Satkhira,3,1.991902834008097,2,4.0,2.0,1,4,3,1,0,1,2,2,2,45,1,0,0,0,4,1,1,2,718.266122913593,10,2,0,3,1,0,0,0,0,1,2,35.19043190005188,9.0,17.746087699214854,71.23856613934225,30,1
25,40,Primary,10,22.768449,89.34,Khulna,3,0.16194331983805668,1,5.0,2.0,1,3,1,1,0,1,3,2,2,140,0,4,1,0,1,1,3,2,314.0594607384634,7,2,0,3,0,0,0,0,0,1,2,24.919508374067124,8.0,6.733626259380996,100.0,20,1
19,36,Higher Secondary,9,22.768575,89.340143,Khulna,3,0.9311740890688259,2,5.0,2.5,1,1,3,3,0,1,3,2,2,40,2,0,0,0,1,1,3,2,290.20662891109635,25,2,1,3,1,0,0,0,0,1,2,28.137476890629376,7.5,7.609771780144329,64.28121424483467,100,1
225,36,Junior Secondary,10,22.683058,89.462834,Khulna,3,0.30364372469635625,2,3.0,1.5,1,3,1,1,0,1,2,2,2,30,0,2,0,0,4,1,1,2,212.45269596828695,12,2,1,4,0,0,0,0,0,1,2,25.510494473784174,,16.604889673132007,61.35277362437958,40,1
160,50,Junior Secondary,18,22.648034,89.046182,Satkhira,3,0.4048582995951417,3,4.0,1.0,1,3,1,1,0,1,3,2,2,60,0,2,0,0,1,1,3,2,129.60785279054323,25,2,1,5,0,0,0,0,0,1,2,26.03645981599214,5.0,3.0594434275908657,78.16015028572154,0,0
155,17,Secondary,10,22.519653,89.010142,Satkhira,3,0.22267206477732793,3,5.0,2.5,1,3,3,3,0,1,3,2,2,45,0,2,0,0,3,1,1,1,42.358411740038704,18,2,0,5,1,0,0,0,0,1,2,26.00482303863403,9.0,10.738441912429238,80.36049352517871,40,1
97,38,Secondary,15,22.699533,89.474743,Khulna,1,0.3643724696356275,2,3.0,2.0,1,4,1,1,0,1,5,1,1,75,1,0,0,0,3,1,1,3,134.3141750115936,15,2,0,1,0,0,0,0,0,1,2,27.933683136830233,7.8,12.585594673233567,87.85096661430448,50,1
74,37,Junior Secondary,16,22.676344,89.410003,Khulna,3,0.23076923076923078,3,3.0,1.5,1,2,1,3,0,1,3,2,2,30,0,4,1,0,4,0,1,2,121.10319335414907,3,1,1,4,0,0,0,0,0,1,2,37.0,8.2,13.02841171164663,91.04776019508752,90,1
